Car_ID,Brand,Model,Year,Color,Engine_Type,Transmission,Price,Quantity_In_Stock,Status,Price_Segment
C0325,Hyundai,Sonata,2023,Red,Diesel,Automatic,64066,12,Reserved,Premium
C0326,Tesla,Model S,2016,Red,Petrol,Automatic,73631,16,Available,Luxury
C0327,Mercedes,E-Class,2019,Black,Electric,Automatic,91910,12,Reserved,Luxury
C0328,Hyundai,Sonata,2016,Blue,Diesel,Automatic,24042,12,Reserved,Entry-level
C0329,Tesla,Model S,2015,Black,Hybrid,Automatic,86885,5,Available,Luxury
C0330,Hyundai,Tucson,2025,White,Diesel,Automatic,39258,15,Available,Executive
C0331,BMW,X5,2023,Silver,Diesel,Automatic,21666,8,Sold,Entry-level
C0332,Nissan,Altima,2023,Black,Diesel,Automatic,43316,9,Available,Executive
C0333,BMW,3 Series,2019,Blue,Diesel,Manual,86322,13,Sold,Luxury
C0334,BMW,3 Series,2017,White,Diesel,Manual,47843,10,Reserved,Executive
C0335,Tesla,Model X,2018,White,Diesel,Manual,65421,19,Available,Premium
C0336,Mercedes,C-Class,2025,Blue,Electric,Manual,93745,8,Reserved,Luxury
C0337,Nissan,Qashqai,2018,Black,Electric,Automatic,26411,20,Available,Entry-level
C0338,Nissan,Sunny,2023,Red,Hybrid,Automatic,90238,1,Sold,Luxury
C0339,Tesla,Model S,2019,Gray,Hybrid,Manual,92883,10,Sold,Luxury
C0340,Kia,Seltos,2019,Black,Electric,Automatic,53012,20,Reserved,Premium
C0341,Kia,Seltos,2022,Blue,Petrol,Manual,35862,7,Sold,Executive
C0342,Nissan,Qashqai,2016,Red,Petrol,Automatic,30351,18,Available,Executive
C0343,Nissan,Sunny,2019,Red,Hybrid,Manual,83160,19,Sold,Luxury
C0344,Nissan,Altima,2017,Red,Electric,Automatic,82071,11,Available,Luxury
C0345,Hyundai,Tucson,2017,White,Diesel,Automatic,86871,5,Reserved,Luxury
C0346,Nissan,Altima,2021,White,Diesel,Manual,52056,7,Reserved,Premium
C0347,Nissan,Sunny,2023,Black,Petrol,Manual,51600,18,Reserved,Premium
C0348,Hyundai,Tucson,2019,Red,Electric,Manual,16689,1,Reserved,Entry-level
C0349,Nissan,Qashqai,2017,Gray,Hybrid,Automatic,53217,6,Available,Premium
C0350,Kia,Seltos,2022,Black,Diesel,Manual,52463,15,Sold,Premium
C0351,Kia,Seltos,2020,Gray,Petrol,Automatic,30658,1,Sold,Executive
C0352,Tesla,Model S,2017,Black,Petrol,Automatic,79854,9,Reserved,Luxury
C0353,Tesla,Model X,2019,Red,Electric,Automatic,21728,7,Sold,Entry-level
C0354,Toyota,Camry,2018,Black,Diesel,Manual,89064,4,Reserved,Luxury
C0355,Nissan,Sunny,2017,Silver,Diesel,Automatic,66193,6,Sold,Premium
C0356,Toyota,RAV4,2017,Black,Diesel,Automatic,93494,6,Available,Luxury
C0357,Tesla,Model X,2019,Gray,Hybrid,Automatic,55936,0,Sold,
C0358,Kia,Seltos,2025,Blue,Electric,Manual,96428,8,Sold,Luxury
C0359,BMW,X5,2022,Red,Petrol,Manual,95666,2,Available,Luxury
C0360,Toyota,RAV4,2023,Black,Electric,Automatic,55890,14,Sold,Premium
C0361,BMW,X5,2016,White,Petrol,Automatic,96776,2,Sold,Luxury
C0362,Nissan,Qashqai,2022,Silver,Petrol,Manual,75125,13,Sold,Luxury
C0363,Kia,Cerato,2015,Blue,Diesel,Manual,99989,3,Available,Luxury
C0364,Hyundai,Elantra,2024,Black,Diesel,Automatic,24072,5,Available,Entry-level
C0365,Kia,Cerato,2023,Red,Petrol,Manual,57296,12,Reserved,Premium
C0366,Hyundai,Elantra,2022,Black,Petrol,Automatic,56171,4,Sold,Premium
C0367,Tesla,Model 3,2017,Gray,Diesel,Manual,35857,10,Available,Executive
C0368,BMW,X5,2017,Silver,Petrol,Manual,72043,11,Available,Luxury
C0369,Nissan,Sunny,2021,White,Diesel,Manual,42813,2,Reserved,Executive
C0370,Tesla,Model X,2025,Blue,Diesel,Manual,68216,1,Reserved,Premium
C0371,Hyundai,Tucson,2023,Red,Hybrid,Manual,34069,14,Reserved,Executive
C0372,Hyundai,Tucson,2024,Black,Petrol,Manual,51462,1,Reserved,Premium
C0373,Nissan,Altima,2022,Black,Electric,Manual,65385,17,Sold,Premium
C0374,Toyota,Camry,2017,Silver,Diesel,Automatic,21453,20,Reserved,Entry-level
C0375,Mercedes,E-Class,2021,Red,Petrol,Automatic,92158,6,Reserved,Luxury
C0376,Nissan,Sunny,2016,Silver,Electric,Manual,75290,18,Sold,Luxury
C0377,Kia,Sportage,2021,Gray,Electric,Manual,19767,7,Reserved,Entry-level
C0378,Kia,Cerato,2016,Gray,Petrol,Automatic,94188,13,Available,Luxury
C0379,BMW,5 Series,2018,Blue,Electric,Manual,15288,9,Sold,Entry-level
C0380,Toyota,RAV4,2023,Black,Petrol,Automatic,73265,8,Reserved,Luxury
C0381,Nissan,Altima,2016,Black,Petrol,Automatic,17937,1,Sold,Entry-level
C0382,Kia,Sportage,2024,Red,Hybrid,Manual,97407,10,Reserved,Luxury
C0383,Kia,Cerato,2018,Black,Hybrid,Automatic,54266,12,Sold,Premium
C0384,Tesla,Model 3,2015,Black,Petrol,Automatic,63706,1,Available,Premium
C0385,Mercedes,E-Class,2019,Silver,Electric,Automatic,23457,20,Reserved,Entry-level
C0386,Toyota,Corolla,2018,Gray,Diesel,Automatic,29727,1,Sold,Entry-level
C0387,Hyundai,Tucson,2016,Silver,Petrol,Manual,80106,13,Available,Luxury
C0388,Mercedes,E-Class,2020,Black,Electric,Automatic,36180,1,Sold,Executive
C0389,Toyota,RAV4,2023,Silver,Hybrid,Automatic,74573,10,Reserved,Luxury
C0390,Nissan,Sunny,2023,Blue,Petrol,Automatic,39960,1,Reserved,Executive
C0391,Nissan,Qashqai,2020,White,Electric,Automatic,88353,11,Sold,Luxury
C0392,Hyundai,Tucson,2018,Red,Hybrid,Automatic,71319,15,Reserved,Luxury
C0393,Toyota,RAV4,2022,Blue,Diesel,Automatic,75783,8,Available,Luxury
C0394,BMW,X5,2016,Black,Diesel,Automatic,38266,0,Reserved,
C0395,Toyota,RAV4,2025,Gray,Diesel,Automatic,53728,10,Sold,Premium
C0396,Kia,Sportage,2017,Silver,Hybrid,Manual,69973,18,Reserved,Premium
C0397,Mercedes,GLA,2024,Blue,Petrol,Automatic,34261,3,Reserved,Executive
C0398,Nissan,Qashqai,2015,Black,Electric,Manual,41514,18,Available,Executive
C0399,Kia,Seltos,2015,Red,Petrol,Manual,68707,20,Sold,Premium
C0400,Toyota,Corolla,2016,Gray,Petrol,Automatic,97026,14,Reserved,Luxury
C0401,Hyundai,Sonata,2025,Silver,Hybrid,Manual,89679,1,Sold,Luxury
C0402,BMW,5 Series,2015,Red,Diesel,Manual,94457,18,Available,Luxury
C0403,Mercedes,GLA,2017,Silver,Electric,Automatic,96698,7,Sold,Luxury
C0404,Kia,Cerato,2021,Red,Petrol,Manual,87910,8,Sold,Luxury
C0405,Tesla,Model X,2023,Black,Hybrid,Automatic,88807,11,Reserved,Luxury
C0406,Toyota,Camry,2018,Gray,Hybrid,Automatic,93762,10,Sold,Luxury
C0407,Kia,Sportage,2015,Silver,Diesel,Automatic,25315,16,Available,Entry-level
C0408,BMW,5 Series,2025,Black,Diesel,Manual,52324,4,Reserved,Premium
C0409,Mercedes,GLA,2024,Blue,Electric,Automatic,72709,6,Sold,Luxury
C0410,Kia,Cerato,2025,Gray,Petrol,Automatic,41377,2,Reserved,Executive
C0411,Nissan,Sunny,2025,Silver,Electric,Automatic,92928,9,Available,Luxury
C0412,BMW,5 Series,2025,Gray,Petrol,Manual,22417,16,Sold,Entry-level
C0413,Kia,Seltos,2021,Silver,Petrol,Manual,95359,4,Reserved,Luxury
C0414,BMW,X5,2018,Red,Electric,Manual,75830,0,Available,
C0415,Mercedes,C-Class,2022,Red,Petrol,Manual,40627,17,Sold,Executive
C0416,Mercedes,C-Class,2018,Black,Hybrid,Automatic,36409,5,Reserved,Executive
C0417,Kia,Seltos,2020,Black,Hybrid,Automatic,97010,13,Available,Luxury
C0418,Mercedes,E-Class,2024,Silver,Hybrid,Automatic,33747,17,Reserved,Executive
C0419,Hyundai,Elantra,2024,Blue,Electric,Automatic,26590,7,Sold,Entry-level
C0420,Tesla,Model X,2021,Black,Diesel,Automatic,99308,5,Reserved,Luxury
C0421,Nissan,Sunny,2024,White,Electric,Automatic,67664,6,Available,Premium
C0422,BMW,5 Series,2024,Silver,Diesel,Automatic,24444,10,Sold,Entry-level
C0423,Kia,Cerato,2019,Gray,Electric,Automatic,70595,4,Sold,Luxury
C0424,Nissan,Qashqai,2020,Blue,Petrol,Manual,70389,9,Available,Luxury
C0425,Toyota,RAV4,2019,White,Diesel,Manual,20378,12,Available,Entry-level
C0426,Hyundai,Tucson,2017,Black,Diesel,Manual,72164,4,Reserved,Luxury
C0427,Kia,Cerato,2022,Black,Hybrid,Manual,81522,1,Sold,Luxury
C0428,Mercedes,E-Class,2016,Black,Hybrid,Manual,46983,0,Reserved,
C0429,Mercedes,GLA,2025,Gray,Petrol,Manual,86656,12,Reserved,Luxury
C0430,Nissan,Sunny,2017,Red,Diesel,Automatic,21393,6,Reserved,Entry-level
C0431,Hyundai,Tucson,2017,Silver,Petrol,Automatic,90207,2,Available,Luxury
C0432,Nissan,Sunny,2015,Red,Hybrid,Automatic,49079,14,Available,Executive
C0433,Nissan,Altima,2015,Gray,Hybrid,Manual,72227,3,Sold,Luxury
C0434,Mercedes,E-Class,2019,Red,Petrol,Manual,45192,15,Sold,Executive
C0435,Tesla,Model X,2016,Gray,Electric,Automatic,25337,3,Reserved,Entry-level
C0436,Mercedes,GLA,2018,White,Diesel,Manual,67934,12,Available,Premium
C0437,Nissan,Sunny,2025,Gray,Electric,Automatic,99670,7,Available,Luxury
C0438,Toyota,Camry,2020,Blue,Electric,Manual,62585,14,Reserved,Premium
C0439,Hyundai,Tucson,2025,Gray,Diesel,Automatic,70577,17,Sold,Luxury
C0440,Tesla,Model 3,2016,Red,Electric,Manual,77163,19,Available,Luxury
C0441,BMW,3 Series,2019,Silver,Petrol,Manual,99719,6,Reserved,Luxury
C0442,Nissan,Sunny,2024,Black,Diesel,Manual,90546,3,Reserved,Luxury
C0443,Mercedes,GLA,2019,White,Petrol,Automatic,15041,6,Available,Entry-level
C0444,Hyundai,Elantra,2015,Silver,Electric,Automatic,52123,19,Available,Premium
C0445,Mercedes,C-Class,2022,White,Electric,Automatic,67001,7,Sold,Premium
C0446,Mercedes,C-Class,2019,Red,Electric,Automatic,96503,11,Reserved,Luxury
C0447,Hyundai,Tucson,2017,White,Hybrid,Automatic,96125,13,Reserved,Luxury
C0448,Toyota,RAV4,2021,White,Petrol,Automatic,81741,6,Sold,Luxury
C0449,Kia,Cerato,2019,Blue,Hybrid,Automatic,42929,10,Available,Executive
C0450,Hyundai,Tucson,2023,Black,Petrol,Automatic,95415,2,Available,Luxury
C0451,Toyota,Corolla,2020,Black,Electric,Manual,71681,5,Reserved,Luxury
C0452,BMW,X5,2021,Silver,Electric,Manual,96581,11,Available,Luxury
C0453,Tesla,Model X,2024,Black,Diesel,Automatic,39916,15,Reserved,Executive
C0454,Tesla,Model 3,2016,Black,Petrol,Manual,56317,3,Reserved,Premium
C0455,Nissan,Qashqai,2023,Gray,Hybrid,Manual,94666,0,Sold,
C0456,Kia,Sportage,2016,White,Petrol,Manual,18896,5,Available,Entry-level
C0457,Mercedes,E-Class,2018,Black,Diesel,Manual,89426,8,Available,Luxury
C0458,Nissan,Sunny,2022,Gray,Hybrid,Manual,21314,4,Sold,Entry-level
C0459,Mercedes,C-Class,2015,White,Diesel,Manual,86998,18,Available,Luxury
C0460,Kia,Seltos,2024,Gray,Electric,Automatic,89695,10,Available,Luxury
C0461,Mercedes,C-Class,2023,Gray,Electric,Manual,69816,9,Sold,Premium
C0462,Kia,Cerato,2020,Gray,Diesel,Manual,70305,15,Available,Luxury
C0463,BMW,3 Series,2025,Black,Petrol,Manual,97547,9,Reserved,Luxury
C0464,Hyundai,Elantra,2023,White,Hybrid,Manual,71865,0,Sold,
C0465,BMW,X5,2020,Red,Electric,Manual,97326,5,Reserved,Luxury
C0466,Mercedes,E-Class,2015,White,Petrol,Manual,31162,5,Reserved,Executive
C0467,Nissan,Qashqai,2016,Red,Petrol,Automatic,67754,5,Available,Premium
C0468,BMW,5 Series,2024,Blue,Electric,Automatic,22865,3,Available,Entry-level
C0469,Kia,Seltos,2021,Red,Diesel,Manual,74126,4,Available,Luxury
C0470,Mercedes,E-Class,2018,Red,Diesel,Manual,57973,15,Available,Premium
C0471,Toyota,RAV4,2016,Silver,Hybrid,Automatic,65330,14,Sold,Premium
C0472,Hyundai,Sonata,2024,Gray,Petrol,Manual,57968,16,Available,Premium
C0473,BMW,5 Series,2018,White,Hybrid,Automatic,77674,5,Sold,Luxury
C0474,Hyundai,Elantra,2021,Black,Hybrid,Automatic,96802,17,Sold,Luxury
C0475,Mercedes,C-Class,2025,Gray,Hybrid,Manual,39426,10,Sold,Executive
C0476,Toyota,Corolla,2025,Blue,Hybrid,Automatic,98035,9,Available,Luxury
C0477,Nissan,Sunny,2016,Gray,Electric,Automatic,63024,17,Sold,Premium
C0478,Mercedes,GLA,2019,Blue,Electric,Manual,39151,13,Reserved,Executive
C0479,Tesla,Model X,2019,Blue,Electric,Automatic,95030,3,Available,Luxury
C0480,Toyota,Camry,2020,Blue,Petrol,Automatic,69165,7,Available,Premium
C0481,Mercedes,E-Class,2023,Gray,Hybrid,Manual,53295,12,Available,Premium
C0482,Toyota,Camry,2018,Black,Hybrid,Manual,47304,3,Reserved,Executive
C0483,Kia,Seltos,2020,Blue,Electric,Manual,57979,2,Available,Premium
C0484,Toyota,Camry,2018,Gray,Petrol,Automatic,35701,10,Reserved,Executive
C0485,Tesla,Model X,2022,Gray,Petrol,Manual,95461,8,Sold,Luxury
C0486,BMW,3 Series,2023,Silver,Electric,Manual,64129,4,Available,Premium
C0487,Tesla,Model X,2018,White,Hybrid,Manual,71824,2,Available,Luxury
C0488,Tesla,Model 3,2025,White,Petrol,Automatic,26437,15,Sold,Entry-level
C0489,Mercedes,E-Class,2018,White,Electric,Automatic,76993,7,Reserved,Luxury
C0490,BMW,5 Series,2016,Black,Hybrid,Automatic,53229,15,Available,Premium
C0491,Kia,Seltos,2022,Red,Petrol,Automatic,19841,5,Sold,Entry-level
C0492,Tesla,Model 3,2022,Blue,Electric,Manual,16341,10,Available,Entry-level
C0493,Toyota,Corolla,2017,Black,Diesel,Automatic,31016,19,Reserved,Executive
C0494,Toyota,Corolla,2017,White,Electric,Manual,42214,19,Reserved,Executive
C0495,Tesla,Model S,2018,Black,Diesel,Automatic,97335,18,Sold,Luxury
C0496,BMW,X5,2023,Red,Diesel,Manual,53581,14,Available,Premium
C0497,Nissan,Altima,2021,Black,Electric,Manual,24234,8,Available,Entry-level
C0498,Mercedes,GLA,2018,Red,Petrol,Manual,55535,15,Available,Premium
C0499,Tesla,Model 3,2025,Blue,Diesel,Manual,59692,14,Reserved,Premium
C0500,Mercedes,GLA,2024,Blue,Electric,Automatic,75994,6,Sold,Luxury
